Distance,Depth,15/06/2015 16:35,15/06/2015 16:37,15/06/2015 16:39,15/06/2015 16:41,15/06/2015 16:43,15/06/2015 16:45,15/06/2015 16:47,15/06/2015 16:49,15/06/2015 16:52,15/06/2015 16:54,15/06/2015 16:56,15/06/2015 16:58,15/06/2015 17:00,15/06/2015 17:02,15/06/2015 17:04,15/06/2015 17:06,15/06/2015 17:08,15/06/2015 17:10,15/06/2015 17:12,15/06/2015 17:14,15/06/2015 17:16,15/06/2015 17:18,15/06/2015 17:20,15/06/2015 17:23,15/06/2015 17:25,15/06/2015 17:27,15/06/2015 17:29
67.725,0.404458599,13.114,13.3,13.244,13.319,13.321,13.197,13.314,13.238,13.232,13.284,13.235,13.301,13.212,13.283,13.29,13.423,13.27,13.276,13.312,13.227,13.138,13.258,13.263,13.308,13.236,13.34,13.232
67.979,0.408503185,13.18,13.242,13.187,13.24,13.209,13.12,13.314,13.245,13.171,13.209,13.314,13.345,13.145,13.211,13.247,13.391,13.285,13.202,13.196,13.223,13.144,13.198,13.194,13.285,13.316,13.251,13.311
68.233,0.412547771,13.239,13.137,13.095,13.208,13.15,13.113,13.257,13.243,13.153,13.267,13.269,13.338,13.187,13.26,13.31,13.312,13.258,13.179,13.219,13.269,13.153,13.258,13.118,13.245,13.239,13.134,13.325
68.487,0.416592357,13.113,13.094,13.082,13.171,13.11,13.084,13.274,13.215,13.263,13.18,13.238,13.282,13.26,13.225,13.196,13.31,13.264,13.261,13.24,13.262,13.206,13.222,13.18,13.214,13.242,13.143,13.18
68.741,0.420636943,13.092,13.172,13.128,13.188,13.205,13.157,13.184,13.074,13.207,13.21,13.209,13.329,13.199,13.283,13.072,13.296,13.239,13.235,13.138,13.191,13.21,13.16,13.111,13.269,13.237,13.284,13.154
68.995,0.424681529,13.138,13.229,13.169,13.299,13.179,13.137,13.22,13.093,13.111,13.176,13.241,13.221,13.127,13.245,13.071,13.257,13.167,13.132,13.139,13.208,13.157,13.217,13.127,13.243,13.14,13.256,13.23
69.249,0.428726115,13.206,13.178,13.136,13.383,13.094,13.15,13.222,13.161,13.132,13.136,13.308,13.247,13.151,13.189,13.139,13.166,13.154,13.222,13.153,13.258,13.215,13.102,13.209,13.211,13.153,13.148,13.274
69.503,0.432770701,13.232,13.134,13.227,13.303,13.208,13.187,13.033,13.16,13.182,13.194,13.212,13.307,13.197,13.162,13.259,13.2,13.064,13.224,13.206,13.257,13.214,13.116,13.116,13.108,13.225,13.133,13.314
69.757,0.436815287,13.15,13.177,13.211,13.241,13.232,13.166,13.052,13.108,13.105,13.17,13.238,13.241,13.211,13.233,13.32,13.247,13.039,13.19,13.205,13.315,13.172,13.232,13.169,13.072,13.237,13.105,13.286
70.011,0.440859873,13.056,13.187,13.19,13.228,13.166,13.028,13.198,13.056,13.045,13.174,13.153,13.202,13.152,13.142,13.156,13.248,13.038,13.157,13.3,13.292,13.145,13.202,13.2,13.137,13.184,13.07,13.257
70.265,0.444904459,13.082,13.21,13.06,13.172,13.103,12.971,13.172,13.091,13.047,13.188,13.132,13.086,13.099,13.027,13.107,13.34,13.004,13.23,13.144,13.15,13.172,13.075,13.08,13.089,13.112,13.043,13.2
70.519,0.448949045,13.017,13.16,13.018,13.029,13.119,12.945,13.134,13.049,13.091,13.189,13.089,13.036,13,13.069,13.219,13.176,12.961,13.181,13.056,13.037,13.034,13.096,12.958,13.023,13.087,13.038,13.073
70.773,0.452993631,13.114,13.045,12.925,13.052,13.086,13.055,13.116,13.11,13.153,13.141,13.029,13.029,13.031,13.08,13.177,13.061,12.87,13.151,13.084,13,12.971,13.166,13.041,12.945,13.115,12.969,12.971
71.027,0.457038217,13.123,13.084,12.891,13.068,13.101,13.138,13.078,13.079,13.073,13.128,13.043,13.061,13.093,13.129,13.157,12.96,12.895,13.132,13.11,13.032,13.033,13.08,13.12,12.986,13.132,12.93,12.97
71.281,0.461082803,13.078,13.098,13.108,13.065,13.123,13.073,13.064,13.042,13.144,13.131,13.083,13.098,13.037,13.217,13.165,13.048,13.012,13.137,13.121,13.087,13.101,13.144,13.183,13.127,13.045,13.023,13.069
71.535,0.465127389,13.119,13.074,13.187,13.145,13.074,13.079,13.198,13.045,13.031,13.046,13.101,13.072,13.079,13.116,13.158,13.051,13.045,13.126,13.158,13.133,13.082,13.061,13.21,13.15,13.054,12.978,13.064
71.789,0.469171975,13.087,13.029,13.177,13.072,13.011,13.078,13.155,12.929,13.016,13.091,13.044,13.149,13.113,13.075,13.148,13.078,12.937,13.05,13.142,13.099,13.042,12.946,13.109,13.175,12.918,13.086,13.022
72.043,0.473216561,13.118,12.972,13.062,13.047,12.938,12.993,13.015,13.019,12.947,13.129,13.126,13.083,13.117,13.086,13.168,13.103,12.849,13.091,12.995,12.987,13.081,13.013,12.967,13.071,12.903,13.041,12.907
72.297,0.477261146,13.087,12.969,13.024,12.996,13.028,12.87,13.011,12.983,12.974,12.98,13.089,12.995,13.217,12.999,13.213,12.979,12.883,13.063,13.049,12.957,13.042,13.055,12.936,13.022,12.983,12.919,12.992
72.551,0.481305732,13.052,12.96,12.96,12.942,13.034,12.83,13,13.011,12.957,12.872,13.055,12.989,13.12,12.966,13.183,13.02,12.972,13.064,13.029,12.936,12.976,13.043,12.958,13.033,13.006,12.943,13.081
72.805,0.485350318,13.034,12.973,12.866,13.024,12.973,12.886,13.019,13.028,12.943,12.99,13.039,13.071,12.942,13.083,13.033,12.956,12.994,13.01,12.976,12.962,13.05,13.073,12.939,13.063,13.04,12.998,13.042
73.059,0.489394904,12.984,12.933,12.828,12.979,13.016,12.951,13.12,12.927,12.965,12.954,13.064,13.125,12.904,13.077,12.935,12.942,12.982,12.893,12.953,12.999,13.021,13.073,13.041,13.021,12.884,12.901,12.986
73.313,0.49343949,12.971,12.969,12.703,12.885,12.934,12.991,13.101,12.927,12.968,12.955,13.021,13.087,12.94,13.071,12.99,13.026,12.912,12.93,12.935,12.987,13.075,13.072,13.024,12.95,12.785,12.847,12.924
73.567,0.497484076,12.945,12.978,12.738,12.914,13,13.087,12.992,12.938,13.048,12.999,13.053,13.042,12.956,13.05,13.063,12.919,12.949,12.998,12.953,13.082,13.056,12.948,13.011,12.95,12.86,12.928,12.826
73.821,0.501528662,12.973,12.893,12.93,12.991,13.044,13.057,12.95,13.024,12.946,13.053,13.019,12.994,12.827,12.916,13.036,12.895,13.038,12.913,12.984,13.097,13.024,12.913,12.974,12.903,12.927,12.947,12.75
74.075,0.505573248,12.962,13.03,12.973,12.941,12.92,12.866,12.917,13.03,12.833,12.957,12.877,12.915,12.848,12.781,12.975,12.737,12.964,12.849,12.99,12.95,12.967,12.956,12.828,12.87,12.992,12.789,12.799
74.329,0.509617834,12.889,12.965,12.885,12.935,12.861,12.962,12.918,12.93,12.832,12.881,12.952,12.977,12.942,12.846,12.976,12.806,12.894,12.971,13.062,12.972,12.889,12.971,12.894,12.99,12.942,12.842,12.875
74.583,0.51366242,12.916,12.882,13.008,12.93,12.94,13.001,12.858,13.014,12.856,12.843,12.937,13.016,12.93,12.883,12.998,12.901,12.943,13.014,13.048,13.079,12.976,12.861,12.934,12.854,12.935,12.914,12.986
74.837,0.517707006,13.001,12.909,13.008,12.87,12.973,12.874,12.803,12.962,12.891,12.919,12.966,13.004,12.996,12.795,12.977,12.923,13.1,12.911,12.917,13.024,12.877,12.888,12.953,12.909,12.984,12.999,13.052
75.091,0.521751592,12.97,12.776,12.923,12.916,12.914,12.763,12.82,12.93,12.884,12.876,12.925,12.981,12.973,12.875,12.992,12.844,12.916,12.882,12.837,12.795,12.844,12.845,12.829,12.947,12.927,12.873,13.019
75.345,0.525796178,12.772,12.69,12.805,12.869,12.92,12.773,12.902,12.867,12.892,12.92,12.788,12.949,12.937,12.905,12.847,12.776,12.782,12.868,12.828,12.692,12.885,12.858,12.792,12.897,12.964,12.763,12.847
75.599,0.529840764,12.731,12.714,12.767,12.794,12.843,12.878,12.864,12.832,12.854,12.887,12.815,12.925,12.912,12.844,12.831,12.853,12.803,12.822,12.817,12.767,12.758,12.977,12.899,12.853,12.978,12.733,12.85
75.853,0.53388535,12.723,12.953,12.708,12.734,12.766,12.889,12.846,13.013,12.868,12.867,12.844,12.902,12.831,12.837,12.902,12.971,12.874,12.901,12.897,12.881,12.704,13.039,13.024,12.881,12.947,12.809,12.891
76.107,0.537929936,12.831,13.067,12.744,12.773,12.813,12.832,12.805,12.96,12.853,12.939,12.864,12.897,12.819,12.838,12.83,12.968,12.859,12.831,12.968,12.857,12.807,13.012,12.929,12.871,12.939,12.912,12.831
76.361,0.541974522,12.914,12.968,12.757,12.787,12.959,12.833,12.837,12.819,12.827,12.901,12.81,12.898,12.814,12.899,12.89,12.889,12.75,12.907,12.939,12.886,12.86,13.028,12.707,12.847,12.909,12.963,12.772
76.615,0.546019108,12.879,12.811,12.779,12.831,12.906,12.828,12.847,12.654,12.851,12.912,12.83,12.824,12.79,12.88,12.878,12.783,12.775,12.873,12.843,12.75,12.756,12.93,12.725,12.801,12.911,12.879,12.821
76.869,0.550063694,12.745,12.875,12.804,12.928,12.95,12.805,12.902,12.7,12.837,12.82,12.866,12.75,12.874,12.903,12.881,12.837,12.817,12.688,12.772,12.744,12.789,12.939,12.661,12.771,12.845,12.757,12.802
77.123,0.55410828,12.679,12.958,12.829,12.871,12.921,12.767,12.865,12.751,12.709,12.717,12.853,12.881,12.943,12.733,12.776,12.958,12.8,12.703,12.75,12.703,12.838,12.975,12.658,12.769,12.783,12.713,12.733
77.377,0.558152866,12.768,12.874,12.718,12.795,12.885,12.853,12.761,12.825,12.648,12.69,12.729,12.952,12.958,12.707,12.805,12.927,12.692,12.76,12.768,12.658,12.856,12.87,12.678,12.74,12.714,12.692,12.738
77.631,0.562197452,12.766,12.806,12.605,12.848,12.757,12.711,12.825,12.826,12.675,12.855,12.733,12.841,12.732,12.749,12.8,12.852,12.643,12.59,12.728,12.718,12.773,12.889,12.627,12.795,12.707,12.69,12.74
77.885,0.566242038,12.696,12.783,12.558,12.777,12.646,12.631,12.818,12.84,12.746,12.858,12.704,12.767,12.731,12.697,12.729,12.71,12.803,12.665,12.708,12.748,12.743,12.804,12.65,12.826,12.865,12.756,12.858
78.139,0.570286624,12.635,12.757,12.671,12.714,12.672,12.73,12.791,12.75,12.689,12.77,12.629,12.701,12.766,12.704,12.714,12.635,12.739,12.767,12.706,12.777,12.722,12.709,12.614,12.752,12.771,12.807,12.851
78.393,0.57433121,12.685,12.805,12.661,12.7,12.686,12.786,12.781,12.71,12.733,12.688,12.723,12.646,12.735,12.767,12.773,12.727,12.832,12.648,12.706,12.751,12.7,12.745,12.644,12.656,12.713,12.739,12.776
78.647,0.578375796,12.647,12.788,12.621,12.632,12.592,12.604,12.579,12.721,12.637,12.63,12.726,12.569,12.836,12.681,12.864,12.813,12.81,12.667,12.695,12.762,12.726,12.643,12.616,12.562,12.642,12.819,12.795
78.901,0.582420382,12.656,12.797,12.698,12.53,12.521,12.657,12.612,12.686,12.641,12.702,12.747,12.652,12.803,12.674,12.78,12.854,12.705,12.629,12.702,12.771,12.629,12.679,12.544,12.663,12.648,12.615,12.811
79.155,0.586464968,12.701,12.625,12.715,12.656,12.554,12.674,12.572,12.668,12.567,12.675,12.806,12.612,12.776,12.638,12.617,12.837,12.696,12.639,12.755,12.721,12.583,12.678,12.503,12.787,12.66,12.616,12.734
79.409,0.590509554,12.677,12.62,12.63,12.681,12.61,12.615,12.586,12.67,12.45,12.64,12.732,12.544,12.741,12.66,12.729,12.725,12.649,12.587,12.729,12.59,12.727,12.657,12.552,12.62,12.668,12.758,12.648
79.663,0.59455414,12.569,12.624,12.493,12.721,12.67,12.613,12.608,12.572,12.552,12.628,12.588,12.614,12.634,12.566,12.672,12.574,12.583,12.451,12.825,12.542,12.6,12.634,12.644,12.563,12.7,12.686,12.627
79.917,0.598598726,12.544,12.632,12.494,12.619,12.711,12.605,12.665,12.528,12.633,12.717,12.584,12.666,12.663,12.561,12.61,12.619,12.612,12.513,12.728,12.568,12.469,12.574,12.685,12.692,12.735,12.653,12.639
80.171,0.602643312,12.448,12.61,12.549,12.518,12.712,12.583,12.701,12.594,12.575,12.665,12.576,12.613,12.594,12.564,12.63,12.668,12.595,12.498,12.665,12.595,12.445,12.546,12.634,12.782,12.64,12.517,12.666
80.425,0.606687898,12.454,12.519,12.588,12.517,12.603,12.53,12.646,12.582,12.543,12.565,12.647,12.58,12.534,12.542,12.618,12.745,12.541,12.551,12.673,12.522,12.387,12.533,12.658,12.772,12.538,12.666,12.575
80.679,0.610732484,12.544,12.653,12.55,12.57,12.56,12.553,12.632,12.542,12.519,12.563,12.584,12.612,12.596,12.452,12.626,12.701,12.599,12.595,12.639,12.491,12.389,12.524,12.607,12.603,12.502,12.625,12.592
80.933,0.61477707,12.449,12.702,12.504,12.722,12.601,12.55,12.545,12.586,12.555,12.507,12.644,12.553,12.617,12.456,12.628,12.69,12.503,12.512,12.615,12.585,12.436,12.593,12.542,12.441,12.51,12.513,12.505
81.187,0.618821656,12.358,12.599,12.431,12.587,12.53,12.54,12.412,12.618,12.46,12.512,12.669,12.552,12.51,12.407,12.607,12.729,12.379,12.541,12.588,12.522,12.524,12.531,12.524,12.313,12.49,12.476,12.555
81.441,0.622866242,12.447,12.584,12.397,12.476,12.421,12.513,12.334,12.5,12.505,12.596,12.445,12.617,12.476,12.463,12.589,12.629,12.391,12.602,12.466,12.366,12.551,12.538,12.544,12.47,12.451,12.537,12.483
81.695,0.626910828,12.47,12.499,12.554,12.506,12.404,12.456,12.366,12.481,12.55,12.54,12.462,12.659,12.316,12.548,12.551,12.469,12.425,12.591,12.474,12.418,12.611,12.578,12.51,12.548,12.494,12.646,12.519
81.949,0.630955414,12.53,12.599,12.573,12.505,12.387,12.454,12.42,12.469,12.512,12.555,12.512,12.58,12.406,12.505,12.553,12.428,12.402,12.471,12.501,12.529,12.485,12.547,12.459,12.554,12.523,12.548,12.445
82.203,0.635,12.452,12.637,12.453,12.487,12.303,12.418,12.361,12.426,12.405,12.489,12.539,12.441,12.478,12.503,12.604,12.481,12.325,12.329,12.434,12.473,12.439,12.478,12.344,12.492,12.417,12.479,12.447
82.457,0.639044586,12.394,12.511,12.394,12.321,12.362,12.391,12.412,12.37,12.358,12.435,12.5,12.435,12.51,12.539,12.466,12.482,12.442,12.31,12.378,12.437,12.428,12.341,12.375,12.331,12.37,12.497,12.559
82.711,0.643089172,12.281,12.391,12.373,12.253,12.42,12.287,12.43,12.337,12.313,12.451,12.424,12.4,12.437,12.404,12.432,12.386,12.429,12.371,12.409,12.367,12.379,12.363,12.447,12.338,12.397,12.377,12.421
82.965,0.647133758,12.332,12.309,12.361,12.285,12.412,12.293,12.316,12.358,12.356,12.308,12.432,12.447,12.318,12.357,12.411,12.362,12.354,12.415,12.449,12.338,12.457,12.416,12.553,12.513,12.389,12.502,12.338
83.219,0.651178344,12.419,12.377,12.392,12.351,12.317,12.301,12.294,12.287,12.272,12.334,12.322,12.484,12.344,12.351,12.454,12.303,12.311,12.461,12.429,12.318,12.479,12.454,12.537,12.445,12.442,12.473,12.409
83.473,0.65522293,12.448,12.435,12.266,12.307,12.266,12.282,12.247,12.227,12.199,12.404,12.368,12.54,12.38,12.258,12.597,12.286,12.3,12.357,12.364,12.273,12.395,12.436,12.376,12.211,12.289,12.387,12.272
83.727,0.659267516,12.462,12.385,12.209,12.345,12.255,12.265,12.346,12.111,12.263,12.468,12.39,12.536,12.402,12.389,12.594,12.186,12.29,12.27,12.431,12.248,12.326,12.32,12.342,12.173,12.179,12.37,12.153
83.981,0.663312102,12.459,12.375,12.261,12.336,12.186,12.234,12.385,12.232,12.251,12.366,12.344,12.373,12.308,12.304,12.396,12.173,12.307,12.269,12.417,12.235,12.339,12.337,12.315,12.2,12.278,12.298,12.267
84.235,0.667356688,12.298,12.326,12.281,12.201,12.214,12.3,12.271,12.277,12.198,12.309,12.347,12.376,12.277,12.271,12.299,12.164,12.194,12.274,12.355,12.215,12.339,12.398,12.258,12.181,12.275,12.256,12.284
84.489,0.671401274,12.191,12.307,12.368,12.237,12.259,12.238,12.176,12.225,12.148,12.166,12.336,12.304,12.317,12.261,12.353,12.276,12.136,12.226,12.353,12.159,12.34,12.366,12.299,12.252,12.249,12.213,12.353
84.743,0.67544586,12.066,12.252,12.365,12.247,12.267,12.207,12.133,12.157,12.186,12.108,12.43,12.254,12.268,12.125,12.31,12.302,12.148,12.206,12.255,12.123,12.233,12.378,12.274,12.272,12.349,12.222,12.32
84.997,0.679490446,12.118,12.25,12.262,12.145,12.151,12.113,12.203,12.226,12.219,12.13,12.262,12.253,12.344,12.119,12.182,12.272,12.096,12.267,12.267,12.1,12.099,12.286,12.144,12.191,12.209,12.086,12.189
85.251,0.683535032,12.143,12.194,12.21,12.13,12.068,12.088,12.254,12.237,12.258,12.131,12.22,12.25,12.308,12.115,12.091,12.261,12.032,12.312,12.176,12.116,12.038,12.134,12.125,12.098,12.1,12.029,12.099
85.505,0.687579618,12.152,12.1,12.255,12.109,12.064,12.174,12.225,12.229,12.224,12.093,12.198,12.208,12.121,12.207,12.156,12.28,12.222,12.294,12.191,12.107,12.09,12.164,12.241,12.141,12.242,12.026,12.208
85.759,0.691624204,12.03,12.154,12.251,12.048,12.154,12.08,12.077,12.091,12.122,12.058,12.209,12.087,12.178,12.164,12.196,12.14,12.22,12.245,12.267,12.094,12.094,12.221,12.225,12.207,12.36,12.031,12.209
86.013,0.69566879,12.06,12.216,12.175,12.085,12.183,12.049,12.007,12.007,12.058,12.127,12.187,12.115,12.248,12.103,12.206,12.119,12.016,12.055,12.195,12.027,12.077,12.084,12.097,12.094,12.245,12.036,12.091
86.267,0.699713376,12.138,12.101,12.029,12.13,12.089,12.032,11.982,12.017,12.096,12.247,12.141,12.154,12.219,12.145,12.233,12.049,12.002,11.938,12.092,11.981,12.037,12.025,11.972,12.053,12.059,11.929,12.008
86.521,0.703757962,12.166,12.004,12.036,12.057,12.021,12.039,11.965,12.042,12.171,12.183,12.077,12.196,12.113,12.127,12.108,12.134,11.957,11.995,12.111,11.999,12.079,12.121,12,12.131,12.121,11.958,12.024
86.775,0.707802548,12.147,12.052,12.022,12.104,12.058,11.972,12.041,12.133,12.024,12.192,12.157,12.145,11.995,12.112,12.019,12.163,12.004,12.037,12.105,11.95,12.049,12.21,12.069,11.94,12.17,12.03,12.142
87.029,0.711847134,12.032,12.084,11.986,12.124,12.032,11.882,12.062,12.059,11.986,12.175,12.137,11.996,11.957,12.142,12,12.158,12.033,12.086,11.99,11.976,11.942,12.133,12.058,11.982,12.158,11.983,12.15
87.283,0.71589172,11.927,12.025,11.971,12.023,11.932,11.99,12.062,12.065,12.046,11.964,11.967,12.089,11.967,11.931,11.977,12.035,11.972,12.153,12.037,12.052,11.894,12.014,12.108,12.067,12.139,12.019,12.089
87.537,0.719936306,11.841,11.912,12.005,11.949,11.968,11.981,12.043,12.06,11.986,11.944,12.005,12.144,11.961,11.846,12.103,12.042,12.086,12.094,12.1,12.132,11.945,12.005,12.033,12.001,12.125,11.965,12.057
87.791,0.723980892,11.889,12.007,12.043,11.956,12.002,11.935,12.018,12.065,11.981,11.917,12.021,12.055,11.937,11.908,12.027,12.086,12.078,12.057,12.094,12.057,11.878,11.934,11.946,12.035,12.019,11.905,12.087
88.045,0.728025478,12.051,12.081,11.983,11.948,11.925,11.953,12.013,11.991,11.919,11.899,12.1,11.937,11.948,11.812,11.998,12.105,11.963,12.001,12.095,12.047,11.87,11.953,11.95,12.107,11.989,11.983,12.059
88.299,0.732070064,12.045,12.007,11.958,11.972,11.892,11.919,11.998,11.941,11.776,11.966,12.031,11.944,12.083,11.799,11.995,12.008,11.92,12.049,12.089,11.989,11.961,12.095,11.891,12.009,12.015,12.015,11.983
88.553,0.73611465,11.907,12.022,11.965,12.002,11.967,11.809,11.893,11.952,11.838,11.923,12,11.873,11.997,11.954,12.034,11.987,11.953,12.127,12.035,11.971,11.897,12.055,11.943,11.857,12.064,12.009,11.881
88.807,0.740159236,11.812,11.996,11.944,11.962,12.041,11.822,11.866,11.914,11.885,11.897,11.979,11.925,11.817,11.923,11.996,12.016,11.934,12.087,12.069,11.938,12.012,11.959,11.89,11.901,12.021,12.104,11.948
89.061,0.744203822,11.972,12.068,11.866,12.033,12.019,11.952,11.918,11.875,11.841,11.969,11.88,11.938,11.823,11.965,12.013,11.993,11.862,11.991,12.104,11.829,12.057,12.015,11.894,11.971,11.863,11.919,11.981
89.315,0.748248408,11.974,11.978,11.781,12.047,11.921,11.93,11.928,11.844,11.835,11.891,11.896,11.9,11.872,11.979,11.983,11.929,11.851,11.858,12.109,11.824,12.004,11.979,11.875,11.973,11.865,11.864,12.036
89.569,0.752292994,11.767,11.806,11.817,12.032,11.821,11.856,11.961,11.796,11.884,11.835,11.859,12.018,11.973,11.972,12.006,11.912,11.751,11.932,12.018,11.898,11.925,11.831,11.82,11.921,11.937,11.826,12.006
89.823,0.75633758,11.714,11.86,11.891,11.925,11.824,11.802,11.92,11.874,11.904,11.773,11.944,12.022,11.931,11.896,12.019,11.965,11.899,11.994,11.901,11.91,11.827,11.834,11.854,11.887,11.885,11.926,11.896
90.077,0.760382166,11.753,11.873,11.969,11.815,11.768,11.752,11.843,11.913,11.904,11.707,11.972,11.99,11.892,11.913,11.839,11.973,11.957,11.993,11.909,11.917,11.823,11.884,11.93,11.923,11.842,11.919,11.881
90.331,0.764426752,11.829,11.772,11.976,11.728,11.716,11.74,11.799,11.823,11.855,11.793,11.993,11.983,11.911,11.813,11.846,11.927,11.813,11.982,11.9,11.81,11.848,11.854,11.785,11.791,11.814,11.76,11.908
90.585,0.768471338,11.781,11.839,11.894,11.675,11.83,11.746,11.807,11.72,11.813,11.817,12.025,11.947,11.906,11.862,11.981,11.935,11.794,11.963,11.952,11.741,11.655,11.854,11.752,11.786,11.756,11.756,11.817
90.839,0.772515924,11.749,11.842,11.87,11.757,11.87,11.764,11.759,11.662,11.709,11.884,11.96,11.857,11.853,11.841,12,11.995,11.854,11.898,11.945,11.8,11.625,11.905,11.873,11.802,11.78,11.724,11.824
91.093,0.77656051,11.769,11.843,11.855,11.823,11.79,11.717,11.777,11.668,11.65,11.817,11.855,11.738,11.828,11.76,11.853,11.878,11.884,11.761,11.793,11.867,11.66,11.893,11.826,11.762,11.836,11.781,11.789
91.347,0.780605096,11.732,11.789,11.688,11.793,11.78,11.739,11.724,11.678,11.741,11.737,11.732,11.806,11.768,11.815,11.77,11.837,11.775,11.797,11.775,11.832,11.741,11.784,11.713,11.774,11.866,11.846,11.763
91.601,0.784649682,11.718,11.762,11.585,11.8,11.709,11.805,11.742,11.711,11.808,11.772,11.793,11.739,11.725,11.826,11.733,11.827,11.734,11.88,11.781,11.852,11.644,11.693,11.747,11.786,11.805,11.727,11.699
91.855,0.788694268,11.64,11.812,11.699,11.725,11.683,11.823,11.752,11.702,11.728,11.722,11.826,11.769,11.622,11.804,11.69,11.784,11.742,11.806,11.69,11.808,11.654,11.599,11.703,11.793,11.788,11.68,11.565
92.109,0.792738854,11.555,11.715,11.779,11.67,11.795,11.667,11.657,11.773,11.732,11.699,11.808,11.787,11.607,11.738,11.735,11.779,11.697,11.691,11.657,11.71,11.722,11.646,11.607,11.781,11.734,11.72,11.618
92.363,0.796783439,11.571,11.672,11.713,11.769,11.767,11.67,11.706,11.782,11.659,11.785,11.685,11.736,11.693,11.659,11.759,11.719,11.605,11.577,11.637,11.642,11.556,11.698,11.747,11.719,11.666,11.76,11.646
92.617,0.800828025,11.488,11.676,11.531,11.702,11.743,11.664,11.821,11.711,11.631,11.793,11.609,11.783,11.728,11.711,11.758,11.786,11.632,11.689,11.55,11.508,11.578,11.654,11.732,11.528,11.758,11.657,11.623
92.871,0.804872611,11.57,11.601,11.438,11.59,11.671,11.497,11.688,11.57,11.68,11.716,11.574,11.692,11.688,11.663,11.736,11.703,11.59,11.692,11.586,11.479,11.62,11.575,11.62,11.503,11.719,11.555,11.639
93.125,0.808917197,11.688,11.695,11.541,11.621,11.551,11.498,11.724,11.547,11.621,11.7,11.635,11.81,11.623,11.744,11.666,11.661,11.59,11.58,11.66,11.587,11.739,11.585,11.65,11.616,11.646,11.671,11.564
93.379,0.812961783,11.758,11.684,11.599,11.585,11.439,11.586,11.735,11.587,11.575,11.652,11.6,11.772,11.584,11.811,11.594,11.654,11.67,11.592,11.609,11.65,11.781,11.76,11.612,11.651,11.637,11.737,11.54
93.633,0.817006369,11.687,11.64,11.628,11.574,11.539,11.57,11.601,11.493,11.581,11.55,11.616,11.614,11.539,11.607,11.663,11.617,11.678,11.64,11.564,11.671,11.673,11.747,11.628,11.637,11.663,11.669,11.657
93.887,0.821050955,11.525,11.524,11.457,11.461,11.58,11.445,11.572,11.487,11.575,11.493,11.608,11.643,11.636,11.587,11.653,11.511,11.55,11.611,11.616,11.627,11.543,11.55,11.591,11.562,11.619,11.604,11.742
94.141,0.825095541,11.451,11.486,11.463,11.412,11.543,11.515,11.558,11.528,11.551,11.469,11.605,11.596,11.727,11.526,11.702,11.481,11.471,11.576,11.644,11.505,11.537,11.58,11.623,11.543,11.52,11.622,11.569
94.395,0.829140127,11.461,11.492,11.521,11.409,11.399,11.487,11.632,11.568,11.553,11.468,11.591,11.6,11.675,11.531,11.624,11.494,11.353,11.59,11.567,11.466,11.562,11.6,11.608,11.586,11.398,11.575,11.462
94.649,0.833184713,11.473,11.531,11.547,11.451,11.415,11.445,11.563,11.54,11.55,11.509,11.667,11.725,11.61,11.542,11.468,11.452,11.355,11.602,11.568,11.615,11.712,11.577,11.574,11.597,11.4,11.501,11.498
94.903,0.837229299,11.448,11.625,11.622,11.5,11.47,11.496,11.475,11.467,11.444,11.62,11.543,11.696,11.495,11.558,11.544,11.495,11.367,11.501,11.545,11.655,11.605,11.571,11.578,11.547,11.514,11.589,11.488
95.157,0.841273885,11.45,11.587,11.559,11.395,11.438,11.472,11.428,11.407,11.393,11.619,11.402,11.658,11.524,11.589,11.627,11.422,11.385,11.468,11.52,11.346,11.423,11.59,11.604,11.646,11.547,11.626,11.53
95.411,0.845318471,11.401,11.433,11.526,11.354,11.423,11.384,11.464,11.267,11.473,11.469,11.54,11.536,11.612,11.574,11.624,11.444,11.388,11.473,11.565,11.366,11.498,11.518,11.54,11.659,11.498,11.535,11.469
95.665,0.849363057,11.401,11.51,11.493,11.359,11.538,11.378,11.431,11.317,11.453,11.471,11.563,11.39,11.605,11.405,11.535,11.514,11.302,11.523,11.513,11.48,11.53,11.487,11.44,11.562,11.528,11.543,11.417
95.919,0.853407643,11.44,11.459,11.52,11.407,11.569,11.39,11.355,11.362,11.397,11.507,11.561,11.416,11.469,11.323,11.492,11.463,11.318,11.541,11.546,11.37,11.497,11.492,11.471,11.403,11.428,11.474,11.435
96.173,0.857452229,11.386,11.311,11.531,11.382,11.534,11.349,11.303,11.341,11.441,11.467,11.528,11.422,11.502,11.4,11.47,11.473,11.353,11.539,11.52,11.375,11.533,11.558,11.462,11.354,11.455,11.44,11.41
96.427,0.861496815,11.329,11.285,11.408,11.279,11.567,11.333,11.299,11.306,11.344,11.408,11.419,11.386,11.489,11.396,11.438,11.479,11.238,11.455,11.459,11.327,11.58,11.414,11.45,11.344,11.517,11.357,11.463
96.681,0.865541401,11.37,11.359,11.249,11.264,11.414,11.309,11.282,11.366,11.196,11.362,11.408,11.392,11.436,11.371,11.447,11.491,11.29,11.41,11.44,11.239,11.444,11.355,11.391,11.36,11.502,11.339,11.518
96.935,0.869585987,11.327,11.391,11.337,11.264,11.286,11.264,11.229,11.384,11.213,11.263,11.368,11.414,11.425,11.401,11.383,11.465,11.306,11.418,11.456,11.303,11.342,11.446,11.381,11.403,11.523,11.332,11.383
