1890,1,1,0.040888,0,0.1002,0,10.934,19.57,28.177
1890,1,2,0,0,0,0,10.934,19.57,28.177
1890,1,3,2.6265,1.7987,3.407,0,10.934,19.57,28.177
1890,1,4,4.5354,3.6056,5.3108,0,10.934,19.57,28.177
1890,1,5,2.2582,1.7986,2.7013,0,10.934,19.57,28.177
1890,1,6,2.3025,1.0992,3.5072,0,10.934,19.57,28.177
1890,1,7,1.6793,1.0016,2.3035,0,10.934,19.57,28.177
1890,1,8,0.19863,0.099783,0.30061,0,10.934,19.57,28.177
1890,1,9,12.543,9.7151,15.308,0,10.934,19.57,28.177
1890,1,10,5.0878,3.8059,6.2031,0,10.934,19.57,28.177
1890,1,11,4.164,2.2051,6.0123,0,10.934,19.57,28.177
1890,1,12,1.7212,0.7994,2.7055,0,10.934,19.57,28.177
1890,1,13,0.62381,0.49918,0.8,0,10.934,19.57,28.177
1890,1,14,0.74197,0.49891,0.90184,0,10.934,19.57,28.177
1890,1,15,1.3827,0.99924,1.8009,0,10.934,19.57,28.177
1890,1,16,0.064184,0,0.1002,0,10.934,19.57,28.177
1890,1,17,3.5012,2.1984,4.7096,0,10.934,19.57,28.177
1890,1,18,5.9466,4.8071,6.9069,0,10.934,19.57,28.177
1890,1,19,0.75164,0.5007,0.90184,0,10.934,19.57,28.177
1890,1,20,2.0469,0.69948,3.407,0,10.934,19.57,28.177
1890,1,21,22.447,16.926,27.113,0,10.934,19.57,28.177
1890,1,22,19.396,15.688,22.511,0,10.934,19.57,28.177
1890,1,23,7.6976,6.3098,8.9044,0,10.934,19.57,28.177
1890,1,24,5.5953,4.2065,6.9034,0,10.934,19.57,28.177
1890,1,25,1.9878,1.6963,2.3012,0,10.934,19.57,28.177
1890,1,26,43.313,35.273,50.225,0,10.934,19.57,28.177
1890,1,27,7.8117,6.1954,9.29,0,10.934,19.57,28.177
1890,1,28,4.1001,3.2975,4.8024,0,10.934,19.57,28.177
1890,1,29,1.4767,0.59955,2.3047,0,10.934,19.57,28.177
1890,1,30,1.8053,0.99925,2.4049,0,10.934,19.57,28.177
1890,1,31,0.34384,0.19957,0.50102,0,10.934,19.57,28.177
1890,2,1,1.2642,0.5,1.995,0,10.934,19.57,28.177
1890,2,2,0,0,0,0,10.934,19.57,28.177
